# Photoabsorption spectrum from real-time propagation
# GPAW version: 19.8.1
# Total time = 44.9700 fs, Time steps = [30.0000] as
# Kick = [0, 0, 1e-05]
# Gaussian folding, Width = 0.2123 eV = 0.007802 Hartree <=> FWHM = 0.499928 eV
#    om (eV)                  S_x                  S_y                  S_z
    4.850000     0.0000000000e+00     0.0000000000e+00     3.9087198599e-01
    4.900000     0.0000000000e+00     0.0000000000e+00     3.8607492130e-01
    4.950000     0.0000000000e+00     0.0000000000e+00     3.7332385698e-01
    5.000000     0.0000000000e+00     0.0000000000e+00     3.5313570841e-01
    5.050000     0.0000000000e+00     0.0000000000e+00     3.2683620446e-01
    5.100000     0.0000000000e+00     0.0000000000e+00     2.9640054398e-01
    5.150000     0.0000000000e+00     0.0000000000e+00     2.6420067494e-01
    5.200000     0.0000000000e+00     0.0000000000e+00     2.3266686071e-01
    5.250000    -0.0000000000e+00     0.0000000000e+00     2.0392278273e-01
    5.300000    -0.0000000000e+00     0.0000000000e+00     1.7948798233e-01
    5.350000    -0.0000000000e+00     0.0000000000e+00     1.6013097360e-01
    5.400000    -0.0000000000e+00     0.0000000000e+00     1.4590356415e-01
    5.450000     0.0000000000e+00     0.0000000000e+00     1.3632083228e-01
    5.500000     0.0000000000e+00     0.0000000000e+00     1.3060576217e-01
    5.550000     0.0000000000e+00     0.0000000000e+00     1.2791090808e-01
    5.600000     0.0000000000e+00     0.0000000000e+00     1.2745743652e-01
    5.650000     0.0000000000e+00     0.0000000000e+00     1.2857570873e-01
    5.700000     0.0000000000e+00     0.0000000000e+00     1.3067095622e-01
    5.750000     0.0000000000e+00     0.0000000000e+00     1.3315983838e-01
    5.800000     0.0000000000e+00     0.0000000000e+00     1.3542541719e-01
    5.850000     0.0000000000e+00     0.0000000000e+00     1.3682283747e-01
    5.900000     0.0000000000e+00     0.0000000000e+00     1.3674296238e-01
    5.950000     0.0000000000e+00     0.0000000000e+00     1.3471520043e-01
    6.000000     0.0000000000e+00     0.0000000000e+00     1.3051247376e-01
    6.050000     0.0000000000e+00     0.0000000000e+00     1.2421709425e-01
    6.100000     0.0000000000e+00     0.0000000000e+00     1.1621799482e-01
    6.150000     0.0000000000e+00     0.0000000000e+00     1.0713330855e-01
    6.200000     0.0000000000e+00     0.0000000000e+00     9.7678915571e-02
    6.250000     0.0000000000e+00     0.0000000000e+00     8.8522800958e-02
    6.300000     0.0000000000e+00     0.0000000000e+00     8.0168938327e-02
    6.350000     0.0000000000e+00     0.0000000000e+00     7.2901255065e-02
    6.400000     0.0000000000e+00     0.0000000000e+00     6.6793924437e-02
    6.450000     0.0000000000e+00     0.0000000000e+00     6.1769813774e-02
    6.500000     0.0000000000e+00     0.0000000000e+00     5.7675205764e-02
    6.550000     0.0000000000e+00     0.0000000000e+00     5.4340855146e-02
    6.600000     0.0000000000e+00     0.0000000000e+00     5.1613746945e-02
    6.650000     0.0000000000e+00     0.0000000000e+00     4.9361476622e-02
    6.700000     0.0000000000e+00     0.0000000000e+00     4.7462745445e-02
    6.750000     0.0000000000e+00     0.0000000000e+00     4.5798856839e-02
    6.800000    -0.0000000000e+00     0.0000000000e+00     4.4254560725e-02
    6.850000    -0.0000000000e+00     0.0000000000e+00     4.2728095017e-02
    6.900000    -0.0000000000e+00     0.0000000000e+00     4.1145062781e-02
    6.950000    -0.0000000000e+00     0.0000000000e+00     3.9470401515e-02
    7.000000     0.0000000000e+00     0.0000000000e+00     3.7715125045e-02
    7.050000     0.0000000000e+00     0.0000000000e+00     3.5936653225e-02
    7.100000     0.0000000000e+00     0.0000000000e+00     3.4231850222e-02
    7.150000     0.0000000000e+00     0.0000000000e+00     3.2721276195e-02
    7.200000     0.0000000000e+00     0.0000000000e+00     3.1523800552e-02
    7.250000     0.0000000000e+00     0.0000000000e+00     3.0723984385e-02
    7.300000     0.0000000000e+00     0.0000000000e+00     3.0339632942e-02
    7.350000     0.0000000000e+00     0.0000000000e+00     3.0300763049e-02
    7.400000     0.0000000000e+00     0.0000000000e+00     3.0450771410e-02
    7.450000     0.0000000000e+00     0.0000000000e+00     3.0574540639e-02
    7.500000     0.0000000000e+00     0.0000000000e+00     3.0448369005e-02
    7.550000     0.0000000000e+00     0.0000000000e+00     2.9897261944e-02
    7.600000     0.0000000000e+00     0.0000000000e+00     2.8840939285e-02
    7.650000     0.0000000000e+00     0.0000000000e+00     2.7313316972e-02
    7.700000     0.0000000000e+00     0.0000000000e+00     2.5449928617e-02
    7.750000     0.0000000000e+00     0.0000000000e+00     2.3449359499e-02
    7.800000     0.0000000000e+00     0.0000000000e+00     2.1523119347e-02
    7.850000     0.0000000000e+00     0.0000000000e+00     1.9850260371e-02
    7.900000     0.0000000000e+00     0.0000000000e+00     1.8548588923e-02
    7.950000     0.0000000000e+00     0.0000000000e+00     1.7666472075e-02
    8.000000     0.0000000000e+00     0.0000000000e+00     1.7191843096e-02
    8.050000     0.0000000000e+00     0.0000000000e+00     1.7070797963e-02
    8.100000     0.0000000000e+00     0.0000000000e+00     1.7227815583e-02
    8.150000     0.0000000000e+00     0.0000000000e+00     1.7582037465e-02
    8.200000     0.0000000000e+00     0.0000000000e+00     1.8057409953e-02
    8.250000     0.0000000000e+00     0.0000000000e+00     1.8587315443e-02
    8.300000     0.0000000000e+00     0.0000000000e+00     1.9115840141e-02
    8.350000     0.0000000000e+00     0.0000000000e+00     1.9597968618e-02
    8.400000     0.0000000000e+00     0.0000000000e+00     2.0000093721e-02
    8.450000     0.0000000000e+00     0.0000000000e+00     2.0300841420e-02
    8.500000     0.0000000000e+00     0.0000000000e+00     2.0491037029e-02
    8.550000     0.0000000000e+00     0.0000000000e+00     2.0571375992e-02
    8.600000     0.0000000000e+00     0.0000000000e+00     2.0547344926e-02
    8.650000     0.0000000000e+00     0.0000000000e+00     2.0422778174e-02
    8.700000     0.0000000000e+00     0.0000000000e+00     2.0195022850e-02
    8.750000     0.0000000000e+00     0.0000000000e+00     1.9854782713e-02
    8.800000    -0.0000000000e+00     0.0000000000e+00     1.9391842448e-02
    8.850000    -0.0000000000e+00     0.0000000000e+00     1.8804848862e-02
    8.900000    -0.0000000000e+00     0.0000000000e+00     1.8110870702e-02
    8.950000    -0.0000000000e+00     0.0000000000e+00     1.7350105793e-02
    9.000000    -0.0000000000e+00     0.0000000000e+00     1.6583122102e-02
    9.050000    -0.0000000000e+00     0.0000000000e+00     1.5881215190e-02
    9.100000     0.0000000000e+00     0.0000000000e+00     1.5313023901e-02
    9.150000     0.0000000000e+00     0.0000000000e+00     1.4931274182e-02
    9.200000     0.0000000000e+00     0.0000000000e+00     1.4762551138e-02
    9.250000     0.0000000000e+00     0.0000000000e+00     1.4801480590e-02
    9.300000     0.0000000000e+00     0.0000000000e+00     1.5009780330e-02
    9.350000     0.0000000000e+00     0.0000000000e+00     1.5320571577e-02
    9.400000     0.0000000000e+00     0.0000000000e+00     1.5648395101e-02
    9.450000     0.0000000000e+00     0.0000000000e+00     1.5904581136e-02
    9.500000     0.0000000000e+00     0.0000000000e+00     1.6015706557e-02
    9.550000     0.0000000000e+00     0.0000000000e+00     1.5940677307e-02
    9.600000     0.0000000000e+00     0.0000000000e+00     1.5680987924e-02
    9.650000     0.0000000000e+00     0.0000000000e+00     1.5280050371e-02
    9.700000     0.0000000000e+00     0.0000000000e+00     1.4811027851e-02
    9.750000    -0.0000000000e+00     0.0000000000e+00     1.4356884393e-02
    9.800000    -0.0000000000e+00     0.0000000000e+00     1.3989302913e-02
    9.850000    -0.0000000000e+00     0.0000000000e+00     1.3753239278e-02
    9.900000    -0.0000000000e+00     0.0000000000e+00     1.3661114118e-02
    9.950000    -0.0000000000e+00     0.0000000000e+00     1.3696438127e-02
   10.000000     0.0000000000e+00     0.0000000000e+00     1.3823156220e-02
   10.050000     0.0000000000e+00     0.0000000000e+00     1.3995823908e-02
   10.100000     0.0000000000e+00     0.0000000000e+00     1.4167154735e-02
   10.150000     0.0000000000e+00     0.0000000000e+00     1.4292302181e-02
   10.200000     0.0000000000e+00     0.0000000000e+00     1.4331587561e-02
   10.250000     0.0000000000e+00     0.0000000000e+00     1.4253865018e-02
   10.300000     0.0000000000e+00     0.0000000000e+00     1.4041244371e-02
   10.350000     0.0000000000e+00     0.0000000000e+00     1.3693687703e-02
   10.400000     0.0000000000e+00     0.0000000000e+00     1.3230731817e-02
   10.450000     0.0000000000e+00     0.0000000000e+00     1.2688287259e-02
   10.500000     0.0000000000e+00     0.0000000000e+00     1.2110818398e-02
   10.550000     0.0000000000e+00     0.0000000000e+00     1.1541777574e-02
   10.600000     0.0000000000e+00     0.0000000000e+00     1.1016304313e-02
   10.650000     0.0000000000e+00     0.0000000000e+00     1.0559112427e-02
   10.700000     0.0000000000e+00     0.0000000000e+00     1.0187734512e-02
   10.750000     0.0000000000e+00     0.0000000000e+00     9.9184434039e-03
   10.800000     0.0000000000e+00     0.0000000000e+00     9.7708374033e-03
   10.850000     0.0000000000e+00     0.0000000000e+00     9.7679679467e-03
   10.900000     0.0000000000e+00     0.0000000000e+00     9.9314415216e-03
   10.950000     0.0000000000e+00     0.0000000000e+00     1.0273708722e-02
   11.000000     0.0000000000e+00     0.0000000000e+00     1.0791313378e-02
   11.050000    -0.0000000000e+00     0.0000000000e+00     1.1462512104e-02
   11.100000    -0.0000000000e+00     0.0000000000e+00     1.2250696696e-02
   11.150000    -0.0000000000e+00     0.0000000000e+00     1.3112486618e-02
   11.200000    -0.0000000000e+00     0.0000000000e+00     1.4007379710e-02
   11.250000    -0.0000000000e+00     0.0000000000e+00     1.4905255062e-02
   11.300000    -0.0000000000e+00     0.0000000000e+00     1.5788977737e-02
   11.350000    -0.0000000000e+00     0.0000000000e+00     1.6651416581e-02
   11.400000    -0.0000000000e+00     0.0000000000e+00     1.7488517183e-02
   11.450000    -0.0000000000e+00     0.0000000000e+00     1.8291750896e-02
   11.500000    -0.0000000000e+00     0.0000000000e+00     1.9043597214e-02
   11.550000    -0.0000000000e+00     0.0000000000e+00     1.9718504834e-02
   11.600000    -0.0000000000e+00     0.0000000000e+00     2.0289410810e-02
   11.650000    -0.0000000000e+00     0.0000000000e+00     2.0737287159e-02
   11.700000    -0.0000000000e+00     0.0000000000e+00     2.1059451753e-02
   11.750000    -0.0000000000e+00     0.0000000000e+00     2.1272404354e-02
   11.800000    -0.0000000000e+00     0.0000000000e+00     2.1406925676e-02
   11.850000    -0.0000000000e+00     0.0000000000e+00     2.1496417730e-02
   11.900000    -0.0000000000e+00     0.0000000000e+00     2.1562593033e-02
   11.950000     0.0000000000e+00     0.0000000000e+00     2.1604170541e-02
   12.000000     0.0000000000e+00     0.0000000000e+00     2.1593374088e-02
   12.050000     0.0000000000e+00     0.0000000000e+00     2.1482032803e-02
   12.100000     0.0000000000e+00     0.0000000000e+00     2.1215267841e-02
   12.150000     0.0000000000e+00     0.0000000000e+00     2.0747837543e-02
   12.200000     0.0000000000e+00     0.0000000000e+00     2.0057473340e-02
   12.250000     0.0000000000e+00     0.0000000000e+00     1.9151169646e-02
   12.300000     0.0000000000e+00     0.0000000000e+00     1.8063476735e-02
   12.350000     0.0000000000e+00     0.0000000000e+00     1.6848881254e-02
   12.400000     0.0000000000e+00     0.0000000000e+00     1.5572027514e-02
   12.450000     0.0000000000e+00     0.0000000000e+00     1.4299308571e-02
   12.500000     0.0000000000e+00    -0.0000000000e+00     1.3093655545e-02
   12.550000     0.0000000000e+00    -0.0000000000e+00     1.2012218602e-02
   12.600000     0.0000000000e+00    -0.0000000000e+00     1.1105166431e-02
   12.650000     0.0000000000e+00    -0.0000000000e+00     1.0413674507e-02
   12.700000     0.0000000000e+00    -0.0000000000e+00     9.9662539953e-03
   12.750000     0.0000000000e+00    -0.0000000000e+00     9.7742024607e-03
   12.800000     0.0000000000e+00     0.0000000000e+00     9.8282005252e-03
   12.850000     0.0000000000e+00     0.0000000000e+00     1.0098229870e-02
   12.900000     0.0000000000e+00     0.0000000000e+00     1.0537920159e-02
   12.950000     0.0000000000e+00     0.0000000000e+00     1.1092653028e-02
   13.000000     0.0000000000e+00     0.0000000000e+00     1.1709133402e-02
   13.050000     0.0000000000e+00     0.0000000000e+00     1.2343466163e-02
   13.100000     0.0000000000e+00     0.0000000000e+00     1.2965350162e-02
   13.150000     0.0000000000e+00     0.0000000000e+00     1.3557519521e-02
   13.200000     0.0000000000e+00     0.0000000000e+00     1.4111321577e-02
   13.250000     0.0000000000e+00     0.0000000000e+00     1.4620595916e-02
   13.300000     0.0000000000e+00     0.0000000000e+00     1.5076379517e-02
   13.350000     0.0000000000e+00     0.0000000000e+00     1.5464385013e-02
   13.400000     0.0000000000e+00     0.0000000000e+00     1.5765982656e-02
   13.450000     0.0000000000e+00     0.0000000000e+00     1.5962035901e-02
   13.500000     0.0000000000e+00     0.0000000000e+00     1.6037909381e-02
   13.550000    -0.0000000000e+00     0.0000000000e+00     1.5987706115e-02
   13.600000    -0.0000000000e+00     0.0000000000e+00     1.5816448870e-02
   13.650000    -0.0000000000e+00     0.0000000000e+00     1.5540216594e-02
   13.700000    -0.0000000000e+00     0.0000000000e+00     1.5185478288e-02
   13.750000    -0.0000000000e+00     0.0000000000e+00     1.4789217847e-02
   13.800000     0.0000000000e+00     0.0000000000e+00     1.4400494138e-02
   13.850000     0.0000000000e+00     0.0000000000e+00     1.4082200190e-02
   13.900000     0.0000000000e+00     0.0000000000e+00     1.3910080265e-02
   13.950000     0.0000000000e+00     0.0000000000e+00     1.3965807579e-02
   14.000000     0.0000000000e+00     0.0000000000e+00     1.4322764261e-02
   14.050000     0.0000000000e+00     0.0000000000e+00     1.5026590005e-02
   14.100000     0.0000000000e+00     0.0000000000e+00     1.6076027682e-02
   14.150000    -0.0000000000e+00     0.0000000000e+00     1.7411249730e-02
   14.200000    -0.0000000000e+00     0.0000000000e+00     1.8915538914e-02
   14.250000    -0.0000000000e+00     0.0000000000e+00     2.0432114886e-02
   14.300000    -0.0000000000e+00     0.0000000000e+00     2.1792580410e-02
   14.350000    -0.0000000000e+00     0.0000000000e+00     2.2849109227e-02
   14.400000    -0.0000000000e+00     0.0000000000e+00     2.3500975218e-02
   14.450000    -0.0000000000e+00     0.0000000000e+00     2.3708019318e-02
   14.500000    -0.0000000000e+00     0.0000000000e+00     2.3488379495e-02
   14.550000     0.0000000000e+00     0.0000000000e+00     2.2903352503e-02
   14.600000     0.0000000000e+00     0.0000000000e+00     2.2036386973e-02
   14.650000     0.0000000000e+00     0.0000000000e+00     2.0974329926e-02
   14.700000     0.0000000000e+00     0.0000000000e+00     1.9796861376e-02
   14.750000     0.0000000000e+00    -0.0000000000e+00     1.8575651385e-02
   14.800000     0.0000000000e+00    -0.0000000000e+00     1.7380152282e-02
   14.850000     0.0000000000e+00    -0.0000000000e+00     1.6284087383e-02
   14.900000     0.0000000000e+00    -0.0000000000e+00     1.5366737218e-02
   14.950000     0.0000000000e+00    -0.0000000000e+00     1.4705864364e-02
   15.000000     0.0000000000e+00     0.0000000000e+00     1.4363236417e-02
   15.050000     0.0000000000e+00     0.0000000000e+00     1.4367410813e-02
   15.100000     0.0000000000e+00     0.0000000000e+00     1.4700253380e-02
   15.150000     0.0000000000e+00     0.0000000000e+00     1.5292945040e-02
   15.200000     0.0000000000e+00     0.0000000000e+00     1.6034341229e-02
   15.250000     0.0000000000e+00     0.0000000000e+00     1.6790585886e-02
   15.300000     0.0000000000e+00     0.0000000000e+00     1.7431241965e-02
   15.350000     0.0000000000e+00     0.0000000000e+00     1.7855083092e-02
   15.400000     0.0000000000e+00     0.0000000000e+00     1.8008717397e-02
   15.450000     0.0000000000e+00     0.0000000000e+00     1.7893276319e-02
   15.500000     0.0000000000e+00     0.0000000000e+00     1.7557779700e-02
   15.550000    -0.0000000000e+00     0.0000000000e+00     1.7081461142e-02
   15.600000    -0.0000000000e+00     0.0000000000e+00     1.6550300831e-02
   15.650000    -0.0000000000e+00     0.0000000000e+00     1.6034500293e-02
   15.700000     0.0000000000e+00     0.0000000000e+00     1.5573232107e-02
   15.750000     0.0000000000e+00     0.0000000000e+00     1.5170744030e-02
   15.800000     0.0000000000e+00     0.0000000000e+00     1.4804362897e-02
   15.850000     0.0000000000e+00     0.0000000000e+00     1.4441195702e-02
   15.900000     0.0000000000e+00     0.0000000000e+00     1.4057635322e-02
   15.950000     0.0000000000e+00     0.0000000000e+00     1.3655119693e-02
   16.000000     0.0000000000e+00     0.0000000000e+00     1.3267173498e-02
   16.050000     0.0000000000e+00     0.0000000000e+00     1.2955887875e-02
   16.100000     0.0000000000e+00     0.0000000000e+00     1.2799390219e-02
   16.150000     0.0000000000e+00     0.0000000000e+00     1.2874270097e-02
   16.200000     0.0000000000e+00     0.0000000000e+00     1.3237691220e-02
   16.250000     0.0000000000e+00     0.0000000000e+00     1.3913174569e-02
   16.300000     0.0000000000e+00     0.0000000000e+00     1.4882524259e-02
   16.350000     0.0000000000e+00     0.0000000000e+00     1.6084923066e-02
   16.400000     0.0000000000e+00     0.0000000000e+00     1.7423288722e-02
   16.450000     0.0000000000e+00     0.0000000000e+00     1.8777402614e-02
   16.500000     0.0000000000e+00     0.0000000000e+00     2.0022586429e-02
   16.550000     0.0000000000e+00     0.0000000000e+00     2.1051443036e-02
   16.600000     0.0000000000e+00     0.0000000000e+00     2.1794599424e-02
   16.650000     0.0000000000e+00     0.0000000000e+00     2.2235283736e-02
   16.700000     0.0000000000e+00     0.0000000000e+00     2.2412878691e-02
   16.750000     0.0000000000e+00     0.0000000000e+00     2.2412806673e-02
   16.800000     0.0000000000e+00     0.0000000000e+00     2.2343858381e-02
   16.850000     0.0000000000e+00     0.0000000000e+00     2.2308222193e-02
   16.900000     0.0000000000e+00     0.0000000000e+00     2.2372481686e-02
   16.950000    -0.0000000000e+00     0.0000000000e+00     2.2548415445e-02
   17.000000    -0.0000000000e+00     0.0000000000e+00     2.2789993872e-02
   17.050000    -0.0000000000e+00     0.0000000000e+00     2.3008035825e-02
   17.100000    -0.0000000000e+00     0.0000000000e+00     2.3098138916e-02
   17.150000    -0.0000000000e+00     0.0000000000e+00     2.2972894002e-02
   17.200000    -0.0000000000e+00     0.0000000000e+00     2.2587916895e-02
   17.250000    -0.0000000000e+00     0.0000000000e+00     2.1953573666e-02
   17.300000    -0.0000000000e+00     0.0000000000e+00     2.1129532341e-02
   17.350000    -0.0000000000e+00     0.0000000000e+00     2.0205312885e-02
   17.400000     0.0000000000e+00     0.0000000000e+00     1.9274478349e-02
   17.450000     0.0000000000e+00    -0.0000000000e+00     1.8411488013e-02
   17.500000     0.0000000000e+00    -0.0000000000e+00     1.7658348006e-02
   17.550000     0.0000000000e+00    -0.0000000000e+00     1.7024069953e-02
   17.600000     0.0000000000e+00     0.0000000000e+00     1.6495214334e-02
   17.650000     0.0000000000e+00     0.0000000000e+00     1.6052068309e-02
   17.700000     0.0000000000e+00     0.0000000000e+00     1.5683449726e-02
   17.750000     0.0000000000e+00     0.0000000000e+00     1.5394180964e-02
   17.800000     0.0000000000e+00     0.0000000000e+00     1.5202517991e-02
   17.850000     0.0000000000e+00     0.0000000000e+00     1.5129027628e-02
   17.900000     0.0000000000e+00     0.0000000000e+00     1.5181931680e-02
   17.950000     0.0000000000e+00     0.0000000000e+00     1.5345371285e-02
   18.000000     0.0000000000e+00     0.0000000000e+00     1.5575863461e-02
   18.050000     0.0000000000e+00     0.0000000000e+00     1.5809023937e-02
   18.100000     0.0000000000e+00     0.0000000000e+00     1.5974803718e-02
   18.150000     0.0000000000e+00     0.0000000000e+00     1.6016505798e-02
   18.200000     0.0000000000e+00     0.0000000000e+00     1.5907640834e-02
   18.250000     0.0000000000e+00     0.0000000000e+00     1.5661399157e-02
   18.300000     0.0000000000e+00     0.0000000000e+00     1.5329716498e-02
   18.350000     0.0000000000e+00     0.0000000000e+00     1.4991876606e-02
   18.400000     0.0000000000e+00     0.0000000000e+00     1.4735561668e-02
   18.450000    -0.0000000000e+00     0.0000000000e+00     1.4635494037e-02
   18.500000    -0.0000000000e+00     0.0000000000e+00     1.4735665914e-02
