# Kick = [    1.000000000000e-05,     0.000000000000e+00,     0.000000000000e+00]
#            time            norm                    dmx                    dmy                    dmz
         38.44747721      -1.36417965e-16    -1.586573183269e-03     1.943575406265e-03     3.551902564961e-03
         39.68771841       4.56422435e-15    -1.628321434671e-03     1.943574986376e-03     3.552930076838e-03
         40.92795961       1.25414845e-14    -1.663253248168e-03     1.943597907413e-03     3.554062989199e-03
         42.16820081       5.93408833e-15    -1.691132836509e-03     1.943629516128e-03     3.555269907316e-03
         43.40844201       2.81151685e-15    -1.711828931542e-03     1.943668133874e-03     3.556518130403e-03
         44.64868321       1.66664786e-15    -1.725231866422e-03     1.943719329840e-03     3.557779948056e-03
         45.88892441      -4.11955388e-15    -1.731321637859e-03     1.943787062989e-03     3.559060899066e-03
         47.12916561      -1.05459805e-14    -1.730183428675e-03     1.943861356934e-03     3.560370650508e-03
         48.36940681      -9.81784794e-15    -1.721905925744e-03     1.943929012552e-03     3.561719421565e-03
         49.60964801       1.06091468e-15    -1.706595706852e-03     1.943996351614e-03     3.563048427566e-03
         50.84988921      -1.21493313e-14    -1.684458296405e-03     1.944082683364e-03     3.564290618098e-03
         52.09013041       4.16839052e-15    -1.655852662772e-03     1.944191861360e-03     3.565460592351e-03
         53.33037161       4.16869803e-15    -1.621400576808e-03     1.944310826059e-03     3.566612639972e-03
         54.57061281       1.35507618e-14    -1.581770732934e-03     1.944418691382e-03     3.567714527444e-03
         55.81085401      -7.71566380e-16    -1.537470645930e-03     1.944509019334e-03     3.568681839853e-03
         57.05109521      -4.23962084e-15    -1.488971281454e-03     1.944602059376e-03     3.569460841182e-03
         58.29133642       1.81956463e-14    -1.436925175602e-03     1.944713284570e-03     3.570046037528e-03
         59.53157762      -7.10118682e-15    -1.382157910446e-03     1.944813635639e-03     3.570459820153e-03
         60.77181882       5.26901414e-16    -1.325500025808e-03     1.944898566762e-03     3.570756836708e-03
         62.01206002       7.97763676e-15    -1.267705987074e-03     1.944969982258e-03     3.570940900764e-03
         63.25230122       4.55890224e-15    -1.209519548545e-03     1.945046153305e-03     3.571008037403e-03
         64.49254242      -2.86646118e-15    -1.151709623614e-03     1.945105985478e-03     3.570887812062e-03
         65.73278362      -3.16733067e-15    -1.095060737489e-03     1.945148257791e-03     3.570539122212e-03
         66.97302482      -1.46288071e-15    -1.040354863184e-03     1.945185307491e-03     3.569979869436e-03
         68.21326602      -4.76774531e-17    -9.883117245057e-04     1.945229638825e-03     3.569240494686e-03
         69.45350722       1.18732341e-14    -9.395779679205e-04     1.945283773137e-03     3.568328411933e-03
         70.69374842      -3.22598725e-15    -8.947791470500e-04     1.945355301426e-03     3.567264389500e-03
         71.93398962      -8.44927549e-16    -8.545761308170e-04     1.945429500443e-03     3.566058064965e-03
         73.17423082       4.54008866e-15    -8.195785603127e-04     1.945481106788e-03     3.564694276399e-03
         74.41447202       5.30769345e-15    -7.902760000678e-04     1.945515975458e-03     3.563185172290e-03
         75.65471322       2.04283140e-14    -7.670251679020e-04     1.945555083117e-03     3.561571535863e-03
         76.89495442      -3.74610824e-15    -7.501438530565e-04     1.945591313770e-03     3.559869471887e-03
         78.13519562       1.36137562e-15    -7.399282827980e-04     1.945625071530e-03     3.558100038790e-03
         79.37543682      -1.40574778e-14    -7.365419948141e-04     1.945657949054e-03     3.556294840593e-03
         80.61567802       1.56065456e-14    -7.400309828154e-04     1.945673473439e-03     3.554473541019e-03
         81.85591922      -8.70668042e-15    -7.503157080965e-04     1.945667625571e-03     3.552654497750e-03
         83.09616042       2.31562157e-15    -7.672172612214e-04     1.945635232137e-03     3.550822501344e-03
         84.33640162       1.72632767e-15    -7.906199073351e-04     1.945573559815e-03     3.549015274817e-03
         85.57664282       1.10028023e-14    -8.202557569248e-04     1.945489240483e-03     3.547270138064e-03
         86.81688402       4.91856943e-15    -8.557008121604e-04     1.945384548929e-03     3.545620678704e-03
         88.05712522      -6.12175510e-15    -8.964428636356e-04     1.945244741489e-03     3.544097038545e-03
         89.29736642       8.07582258e-15    -9.419407429814e-04     1.945075532424e-03     3.542729500288e-03
         90.53760762       1.01070458e-14    -9.915246857114e-04     1.944902869912e-03     3.541562448419e-03
         91.77784882       1.73477439e-15    -1.044445312965e-03     1.944716957534e-03     3.540623043809e-03
         93.01809002       4.86098513e-15    -1.099991757089e-03     1.944518657479e-03     3.539910196665e-03
         94.25833122      -8.04457698e-15    -1.157397376958e-03     1.944331585812e-03     3.539423348678e-03
         95.49857243       1.49201953e-14    -1.215823309220e-03     1.944154926787e-03     3.539178441661e-03
         96.73881363       5.86987108e-15    -1.274458175103e-03     1.943978129445e-03     3.539186240713e-03
         97.97905483      -2.15022053e-15    -1.332485078073e-03     1.943815026929e-03     3.539460223965e-03
         99.21929603      -2.86297889e-15    -1.389023678550e-03     1.943664087354e-03     3.540016360830e-03
        100.45953723       8.82140181e-15    -1.443231235753e-03     1.943505002262e-03     3.540841833292e-03
        101.69977843      -1.04187811e-14    -1.494306183308e-03     1.943350664233e-03     3.541887512771e-03
        102.94001963      -1.31056078e-14    -1.541402212599e-03     1.943227607535e-03     3.543118634668e-03
        104.18026083       7.47231996e-15    -1.583758064134e-03     1.943135043845e-03     3.544551619865e-03
        105.42050203      -9.22866598e-16    -1.620838290444e-03     1.943041793695e-03     3.546226537819e-03
        106.66074323       1.71581308e-14    -1.652162005498e-03     1.942929743388e-03     3.548106848726e-03
        107.90098443      -2.47245514e-15    -1.677154615727e-03     1.942810539499e-03     3.550078909033e-03
        109.14122563       5.62169245e-15    -1.695259788438e-03     1.942704628998e-03     3.552070844374e-03
        110.38146683      -1.13584240e-14    -1.706058000139e-03     1.942627317532e-03     3.554101046694e-03
        111.62170803       4.86917751e-15    -1.709323264367e-03     1.942575662734e-03     3.556203455432e-03
        112.86194923      -7.82671951e-15    -1.704963629478e-03     1.942537066235e-03     3.558381585180e-03
        114.10219043       1.01771357e-14    -1.693016293710e-03     1.942532783773e-03     3.560574976214e-03
        115.34243163       6.56337198e-15    -1.673614329376e-03     1.942575344817e-03     3.562724314709e-03
        116.58267283       2.14126225e-14    -1.646862162744e-03     1.942640140112e-03     3.564774813465e-03
        117.82291403       8.53833030e-15    -1.613013814533e-03     1.942719673308e-03     3.566699393149e-03
        119.06315523      -7.80329503e-15    -1.572437505905e-03     1.942846223149e-03     3.568493069582e-03
        120.30339643       1.01019146e-14    -1.525721779885e-03     1.943019963168e-03     3.570183416400e-03
        121.54363763      -3.76252342e-15    -1.473567943981e-03     1.943218362264e-03     3.571771828861e-03
        122.78387883       5.37695994e-15    -1.416666307025e-03     1.943450125820e-03     3.573178722655e-03
        124.02412003       7.57022882e-15    -1.355818546349e-03     1.943704348987e-03     3.574331201786e-03
        125.26436123      -5.71613952e-16    -1.291992380024e-03     1.943929324977e-03     3.575226148625e-03
        126.50460243       9.47558123e-15    -1.226234209276e-03     1.944136593825e-03     3.575879899589e-03
        127.74484363      -7.11479151e-15    -1.159542008062e-03     1.944343478166e-03     3.576291791708e-03
        128.98508483       1.60016672e-15    -1.092988565273e-03     1.944544511107e-03     3.576454504162e-03
        130.22532603      -4.02701268e-15    -1.027712637188e-03     1.944749126042e-03     3.576371630656e-03
        131.46556723       6.13075646e-15    -9.647698942937e-04     1.944960700770e-03     3.576076608010e-03
        132.70580843       2.08877292e-15    -9.051695670599e-04     1.945162921348e-03     3.575593636649e-03
        133.94604964       6.23485168e-15    -8.499314259714e-04     1.945348381005e-03     3.574922348867e-03
        135.18629084      -9.60843450e-15    -8.000085612082e-04     1.945507525713e-03     3.574043510180e-03
        136.42653204       2.33372090e-15    -7.562800902792e-04     1.945632525157e-03     3.572933592889e-03
        137.66677324       7.61174645e-15    -7.195309981896e-04     1.945733807844e-03     3.571605909793e-03
        138.90701444      -1.30706031e-14    -6.903615280404e-04     1.945829188210e-03     3.570090218272e-03
        140.14725564       7.87559621e-15    -6.693579233178e-04     1.945922612465e-03     3.568405080903e-03
        141.38749684       4.21376169e-15    -6.569196087937e-04     1.946023398540e-03     3.566591398030e-03
        142.62773804       7.02220127e-15    -6.533982736723e-04     1.946132781049e-03     3.564683767819e-03
        143.86797924      -4.51754927e-15    -6.588688234929e-04     1.946217565760e-03     3.562708398905e-03
        145.10822044      -4.01792238e-15    -6.730856086945e-04     1.946238345136e-03     3.560674643407e-03
        146.34846164       8.62313485e-15    -6.958717635825e-04     1.946222806425e-03     3.558568793286e-03
        147.58870284       2.95855905e-15    -7.268265346852e-04     1.946224699037e-03     3.556408934076e-03
        148.82894404       1.20082022e-14    -7.654571535255e-04     1.946242445199e-03     3.554222041730e-03
        150.06918524       2.27565536e-14    -8.111698757634e-04     1.946238288012e-03     3.552051125049e-03
        151.30942644       4.17704413e-15    -8.631543274757e-04     1.946216493366e-03     3.549909876961e-03
        152.54966764      -8.41588795e-16    -9.203931789522e-04     1.946189389464e-03     3.547776600616e-03
        153.78990884      -2.99612654e-15    -9.818573365841e-04     1.946134717797e-03     3.545683346156e-03
        155.03015004      -1.89281339e-15    -1.046554106086e-03     1.946067826046e-03     3.543713671692e-03
        156.27039124      -6.72761537e-15    -1.113461009229e-03     1.945992521087e-03     3.541927129773e-03
        157.51063244       1.31047226e-14    -1.181501352215e-03     1.945889797875e-03     3.540358925872e-03
        158.75087364      -1.03114378e-14    -1.249547790640e-03     1.945779565621e-03     3.539024164660e-03
        159.99111484      -1.41639962e-14    -1.316387430838e-03     1.945678136817e-03     3.537898654148e-03
        161.23135604       1.29484590e-15    -1.380848888131e-03     1.945572462400e-03     3.536999315698e-03
        162.47159724       5.45390816e-15    -1.441994787942e-03     1.945444944166e-03     3.536422264504e-03
        163.71183844       9.26528291e-15    -1.499053449443e-03     1.945280998017e-03     3.536201247564e-03
        164.95207964      -5.74247381e-15    -1.551254631455e-03     1.945091110040e-03     3.536284796303e-03
        166.19232084       1.43570577e-14    -1.597806889786e-03     1.944892770040e-03     3.536656300754e-03
        167.43256204      -4.95365814e-15    -1.638080282004e-03     1.944682633043e-03     3.537302093791e-03
        168.67280324      -7.57403224e-15    -1.671668951035e-03     1.944443912510e-03     3.538194186608e-03
        169.91304444      -9.91049738e-16    -1.698156326658e-03     1.944166157246e-03     3.539363326170e-03
        171.15328564      -5.42177936e-15    -1.717196376681e-03     1.943864782697e-03     3.540859884447e-03
        172.39352685       9.31420308e-15    -1.728667386671e-03     1.943578663826e-03     3.542645340385e-03
        173.63376805       2.89060981e-15    -1.732589508138e-03     1.943342747253e-03     3.544649643310e-03
        174.87400925      -6.75994003e-15    -1.729002380683e-03     1.943144953985e-03     3.546816697797e-03
        176.11425045       2.09881589e-14    -1.718024228839e-03     1.942945119419e-03     3.549111225070e-03
        177.35449165      -3.96965420e-16    -1.699912857015e-03     1.942716516010e-03     3.551539193698e-03
        178.59473285       6.92859810e-15    -1.675023414862e-03     1.942474689152e-03     3.554131561502e-03
        179.83497405      -8.54931345e-15    -1.643763491348e-03     1.942260856261e-03     3.556841498182e-03
        181.07521525       1.82489465e-14    -1.606583420510e-03     1.942104933902e-03     3.559552348336e-03
        182.31545645      -1.95699443e-14    -1.564017460754e-03     1.942012760970e-03     3.562177206384e-03
        183.55569765      -4.16859592e-15    -1.516713112590e-03     1.941955862947e-03     3.564678603375e-03
        184.79593885       2.26651630e-15    -1.465384151892e-03     1.941909177170e-03     3.567042029873e-03
        186.03618005      -1.17677096e-14    -1.410735971746e-03     1.941863966340e-03     3.569242183551e-03
        187.27642125       1.18759090e-14    -1.353519821089e-03     1.941854808395e-03     3.571227847286e-03
        188.51666245       1.72844270e-14    -1.294544835478e-03     1.941893265255e-03     3.572979173779e-03
        189.75690365      -7.67991603e-15    -1.234695476090e-03     1.941980901052e-03     3.574505907481e-03
        190.99714485       3.45625998e-15    -1.174812148461e-03     1.942115687301e-03     3.575801310049e-03
        192.23738605       9.73933683e-15    -1.115690194930e-03     1.942283180303e-03     3.576832249959e-03
        193.47762725      -6.52313423e-15    -1.058100399104e-03     1.942454540135e-03     3.577575465199e-03
        194.71786845      -3.15386582e-15    -1.002798806329e-03     1.942623019775e-03     3.578051296599e-03
        195.95810965      -2.01439901e-14    -9.505850149562e-04     1.942805449098e-03     3.578297513139e-03
        197.19835085       8.30210321e-15    -9.022412998381e-04     1.943008636201e-03     3.578311844681e-03
        198.43859205      -9.79793365e-15    -8.584151266695e-04     1.943204947331e-03     3.578046626075e-03
        199.67883325      -1.16898875e-14    -8.196842557709e-04     1.943398302550e-03     3.577480933402e-03
        200.91907445       2.06312234e-15    -7.866232760257e-04     1.943619880301e-03     3.576630867623e-03
        202.15931565       6.84257141e-15    -7.596855914592e-04     1.943875006064e-03     3.575524136643e-03
        203.39955685      -1.80978647e-15    -7.391555423500e-04     1.944137710329e-03     3.574186184709e-03
        204.63979805      -1.36594377e-15    -7.252462682727e-04     1.944400013916e-03     3.572632701247e-03
        205.88003925       4.02623525e-15    -7.180718387922e-04     1.944673702299e-03     3.570873082703e-03
        207.12028045      -1.83991957e-15    -7.176888770429e-04     1.944955818339e-03     3.568920992852e-03
        208.36052165       5.10699780e-15    -7.241268461894e-04     1.945235469259e-03     3.566774795224e-03
        209.60076286      -7.21232397e-15    -7.373725138562e-04     1.945507135962e-03     3.564419195286e-03
        210.84100406      -2.36362604e-15    -7.571874069878e-04     1.945757309226e-03     3.561905903501e-03
        212.08124526       1.21098089e-15    -7.832183186713e-04     1.945987654153e-03     3.559304340809e-03
        213.32148646       7.27812148e-15    -8.150978427501e-04     1.946218287521e-03     3.556656722146e-03
        214.56172766      -1.03328531e-14    -8.523946454549e-04     1.946443700575e-03     3.553998181995e-03
        215.80196886       2.10773039e-14    -8.945405781274e-04     1.946643220174e-03     3.551374618785e-03
        217.04221006      -2.25824999e-15    -9.408703344629e-04     1.946840915214e-03     3.548818516454e-03
        218.28245126       1.09570392e-14    -9.906886585668e-04     1.947039375391e-03     3.546385476398e-03
        219.52269246       9.59683553e-15    -1.043418685246e-03     1.947213041770e-03     3.544127908574e-03
        220.76293366      -1.96483828e-16    -1.098427193316e-03     1.947335435185e-03     3.542052601049e-03
        222.00317486       6.75788662e-15    -1.154819724857e-03     1.947414618653e-03     3.540171962149e-03
        223.24341606      -1.09424621e-14    -1.211656655413e-03     1.947440206426e-03     3.538557939344e-03
        224.48365726      -1.07841629e-14    -1.268295766134e-03     1.947423402670e-03     3.537250667170e-03
        225.72389846       5.94546231e-15    -1.324143030737e-03     1.947377507790e-03     3.536212650069e-03
        226.96413966      -6.77351929e-15    -1.378298843517e-03     1.947263149311e-03     3.535439711950e-03
        228.20438086       2.02481532e-14    -1.429944745421e-03     1.947048891599e-03     3.534980038143e-03
        229.44462206      -3.29486112e-15    -1.478398444250e-03     1.946796801595e-03     3.534882110768e-03
        230.68486326       3.88148886e-15    -1.522874505985e-03     1.946537450922e-03     3.535191063515e-03
        231.92510446      -4.67101457e-15    -1.562664667735e-03     1.946272852344e-03     3.535920170922e-03
        233.16534566      -6.96964699e-15    -1.597226185643e-03     1.946001429228e-03     3.537035223021e-03
        234.40558686       2.41969604e-15    -1.626017060196e-03     1.945708153557e-03     3.538481668765e-03
        235.64582806      -7.96351839e-15    -1.648551033526e-03     1.945419919948e-03     3.540218507072e-03
        236.88606926       3.37874503e-15    -1.664550176873e-03     1.945110015203e-03     3.542237595945e-03
        238.12631046       1.05743879e-15    -1.673644662209e-03     1.944820720778e-03     3.544516738518e-03
        239.36655166      -4.79712350e-15    -1.675636666931e-03     1.944553520685e-03     3.546974201809e-03
        240.60679286      -9.17356765e-15    -1.670643092841e-03     1.944286951132e-03     3.549564527162e-03
        241.84703406      -1.82587902e-15    -1.658744907254e-03     1.944030677942e-03     3.552313280491e-03
        243.08727526      -1.94262035e-15    -1.639992893384e-03     1.943779573058e-03     3.555189728746e-03
        244.32751646      -1.00025425e-14    -1.614634428412e-03     1.943511167573e-03     3.558119868708e-03
        245.56775766       1.03465025e-14    -1.583004957162e-03     1.943220108437e-03     3.561051044709e-03
        246.80799886       3.27993266e-15    -1.545537564520e-03     1.942912143500e-03     3.563916681877e-03
        248.04824007      -5.07979080e-15    -1.502850997863e-03     1.942581246730e-03     3.566639200460e-03
        249.28848127      -6.61471143e-15    -1.455601626295e-03     1.942220693396e-03     3.569182523829e-03
        250.52872247       3.17696142e-15    -1.404435643016e-03     1.941839667034e-03     3.571544057071e-03
        251.76896367      -5.16325104e-15    -1.350120253148e-03     1.941450011406e-03     3.573705971217e-03
        253.00920487      -1.02488895e-15    -1.293523139576e-03     1.941098577104e-03     3.575629790760e-03
        254.24944607       1.33211336e-16    -1.235446989807e-03     1.940790841539e-03     3.577265193659e-03
        255.48968727       1.44153909e-14    -1.176896423826e-03     1.940532850972e-03     3.578590113254e-03
        256.72992847      -2.67388489e-15    -1.118851935692e-03     1.940322180194e-03     3.579589229108e-03
        257.97016967       5.46849656e-15    -1.062173852703e-03     1.940202139685e-03     3.580241643638e-03
        259.21041087       3.38503553e-15    -1.007688010618e-03     1.940203631992e-03     3.580554344187e-03
        260.45065207       1.24568349e-14    -9.564435518822e-04     1.940336618185e-03     3.580527025811e-03
        261.69089327      -1.42773585e-14    -9.094556302526e-04     1.940571815667e-03     3.580121199683e-03
        262.93113447       1.56356530e-14    -8.674892508581e-04     1.940871889612e-03     3.579322545052e-03
        264.17137567       1.00266783e-14    -8.311291355254e-04     1.941245628413e-03     3.578174006806e-03
        265.41161687       2.07050808e-14    -8.009760773859e-04     1.941716509798e-03     3.576707832703e-03
        266.65185807       8.20265860e-15    -7.776829410368e-04     1.942269659166e-03     3.574963807740e-03
        267.89209927       1.74592890e-15    -7.618544618418e-04     1.942859944083e-03     3.572983738323e-03
        269.13234047      -2.10118503e-15    -7.538093590919e-04     1.943489763307e-03     3.570740915536e-03
        270.37258167      -6.76025792e-15    -7.537550744728e-04     1.944067421342e-03     3.568211876054e-03
        271.61282287       4.39207701e-15    -7.617145696460e-04     1.944629915958e-03     3.565467261021e-03
        272.85306407      -2.47698299e-14    -7.774261522720e-04     1.945168085318e-03     3.562615030155e-03
        274.09330527       1.13567969e-14    -8.005930443803e-04     1.945692986337e-03     3.559680690029e-03
        275.33354647      -1.75042730e-17    -8.308043129824e-04     1.946198052710e-03     3.556715146413e-03
        276.57378767       2.18549018e-14    -8.674994837481e-04     1.946649174246e-03     3.553753198811e-03
        277.81402887       1.96123481e-16    -9.099839992628e-04     1.947029437591e-03     3.550795661188e-03
        279.05427007       8.96701423e-15    -9.575066080360e-04     1.947350822620e-03     3.547881474386e-03
        280.29451127      -8.01767480e-15    -1.009146685953e-03     1.947623295530e-03     3.545106996087e-03
        281.53475247      -3.46927891e-15    -1.063827328484e-03     1.947840870442e-03     3.542533156737e-03
        282.77499367       1.09472070e-14    -1.120526690426e-03     1.947986856796e-03     3.540183237145e-03
        284.01523487       7.47175239e-16    -1.178156319805e-03     1.948059445378e-03     3.538091766959e-03
        285.25547607       8.75234426e-15    -1.235468760429e-03     1.948085131891e-03     3.536286187445e-03
        286.49571728       7.97890498e-15    -1.291385623215e-03     1.948079976632e-03     3.534792120944e-03
        287.73595848       3.30000049e-15    -1.345085558607e-03     1.948021517753e-03     3.533655094662e-03
        288.97619968       6.00676850e-18    -1.395700424026e-03     1.947923843385e-03     3.532865737249e-03
        290.21644088      -9.27795354e-15    -1.442320023821e-03     1.947832221688e-03     3.532383633683e-03
        291.45668208      -5.30971684e-15    -1.484159613343e-03     1.947729062932e-03     3.532229432642e-03
        292.69692328       5.70733028e-15    -1.520629639114e-03     1.947581856146e-03     3.532432655409e-03
        293.93716448       5.03811954e-15    -1.551286438766e-03     1.947411229653e-03     3.532969370965e-03
        295.17740568       1.53425734e-14    -1.575862227935e-03     1.947222702271e-03     3.533866713548e-03
        296.41764688      -5.18420134e-15    -1.594158123807e-03     1.946975359308e-03     3.535133443743e-03
        297.65788808      -4.34007583e-15    -1.606067631614e-03     1.946656769085e-03     3.536717030789e-03
        298.89812928       2.88460100e-15    -1.611602462991e-03     1.946281776709e-03     3.538578784178e-03
        300.13837048       3.07573796e-15    -1.610842781290e-03     1.945863530351e-03     3.540712408897e-03
        301.37861168      -6.47922631e-15    -1.604009966965e-03     1.945422582608e-03     3.543099889240e-03
        302.61885288      -5.98648578e-15    -1.591387401051e-03     1.944960904626e-03     3.545686804458e-03
        303.85909408      -8.88712462e-17    -1.573358363441e-03     1.944467749750e-03     3.548415437696e-03
        305.09933528      -4.66854460e-15    -1.550369993597e-03     1.943953037568e-03     3.551279998092e-03
        306.33957648       2.65780351e-16    -1.522815624359e-03     1.943431945544e-03     3.554269143052e-03
        307.57981768       9.62027856e-15    -1.491099110837e-03     1.942913864463e-03     3.557316430768e-03
        308.82005888      -4.47948903e-15    -1.455683282376e-03     1.942422868455e-03     3.560379749352e-03
        310.06030008       2.47771583e-15    -1.417026623226e-03     1.941987059103e-03     3.563452892673e-03
        311.30054128       1.81560401e-16    -1.375703999857e-03     1.941619298481e-03     3.566486927704e-03
        312.54078248       1.93767396e-14    -1.332411260391e-03     1.941317704725e-03     3.569411477528e-03
        313.78102368       1.04521215e-15    -1.287763839610e-03     1.941071529532e-03     3.572186138201e-03
        315.02126488      -4.95420429e-15    -1.242308601692e-03     1.940882332071e-03     3.574780326664e-03
        316.26150608       1.28602882e-14    -1.196546027088e-03     1.940763394320e-03     3.577179574109e-03
        317.50174728       1.17242864e-14    -1.150878439673e-03     1.940720539980e-03     3.579380769057e-03
        318.74198848      -7.56571575e-15    -1.105797980001e-03     1.940732005613e-03     3.581340939429e-03
        319.98222968       4.66672186e-15    -1.061953413056e-03     1.940771391883e-03     3.582983449427e-03
        321.22247088      -1.72210010e-15    -1.019882319514e-03     1.940838576939e-03     3.584251869436e-03
        322.46271208      -1.20993798e-15    -9.800497423370e-04     1.940938149137e-03     3.585143064518e-03
        323.70295329       4.70384539e-15    -9.430654170895e-04     1.941071111556e-03     3.585672301130e-03
        324.94319449       1.69463705e-14    -9.095331356114e-04     1.941249004314e-03     3.585844974832e-03
        326.18343569      -6.41133232e-15    -8.798399833325e-04     1.941457198127e-03     3.585632826398e-03
        327.42367689       7.73909352e-15    -8.543745964246e-04     1.941660820676e-03     3.585008074653e-03
        328.66391809       6.06311474e-15    -8.336280314901e-04     1.941885304494e-03     3.583981228708e-03
        329.90415929       5.09414013e-15    -8.178766722849e-04     1.942153207623e-03     3.582591541213e-03
        331.14440049       1.00579257e-15    -8.072371878242e-04     1.942453780492e-03     3.580881628036e-03
        332.38464169       1.26288424e-14    -8.019606444826e-04     1.942793690055e-03     3.578866306829e-03
        333.62488289      -1.06748806e-14    -8.023311674660e-04     1.943191039913e-03     3.576554166934e-03
        334.86512409       8.05128369e-15    -8.084100329242e-04     1.943624823431e-03     3.573978243839e-03
        336.10536529       1.05153513e-14    -8.200794227871e-04     1.944085933955e-03     3.571174261706e-03
        337.34560649       8.70460441e-15    -8.372082729668e-04     1.944590803649e-03     3.568184988665e-03
        338.58584769       1.23078987e-14    -8.596570130602e-04     1.945121633553e-03     3.565051719740e-03
        339.82608889      -3.54231541e-15    -8.872735323558e-04     1.945672105123e-03     3.561832130118e-03
        341.06633009      -1.09234025e-14    -9.198098762895e-04     1.946272398584e-03     3.558546136982e-03
        342.30657129       4.64368460e-15    -9.568366641523e-04     1.946909997476e-03     3.555192269958e-03
        343.54681249       9.85761812e-15    -9.977513374403e-04     1.947529304285e-03     3.551813222594e-03
        344.78705369       6.90362070e-15    -1.041941164761e-03     1.948118299574e-03     3.548481448118e-03
        346.02729489       1.63899431e-14    -1.088816287440e-03     1.948693705144e-03     3.545239236058e-03
        347.26753609      -1.30270849e-14    -1.137660109245e-03     1.949245322059e-03     3.542106798505e-03
        348.50777729       8.93587473e-16    -1.187636327833e-03     1.949732884214e-03     3.539100738883e-03
        349.74801849       8.24969767e-15    -1.238056070519e-03     1.950161585018e-03     3.536255248485e-03
        350.98825969       1.17127254e-14    -1.288249819362e-03     1.950525891579e-03     3.533660171588e-03
        352.22850089       9.19179144e-15    -1.337466472915e-03     1.950830097810e-03     3.531401605481e-03
        353.46874209       1.27157581e-14    -1.384896486654e-03     1.951061321875e-03     3.529488716809e-03
        354.70898329      -1.88890179e-15    -1.429802260979e-03     1.951189738442e-03     3.527908034555e-03
        355.94922449      -8.35055221e-15    -1.471455712772e-03     1.951184699224e-03     3.526688892458e-03
        357.18946569       6.09372706e-15    -1.509208644356e-03     1.951036142254e-03     3.525875745612e-03
        358.42970689      -1.73493683e-14    -1.542529342739e-03     1.950726458015e-03     3.525504766915e-03
        359.66994809      -1.09283294e-15    -1.570893824602e-03     1.950244959319e-03     3.525611094373e-03
        360.91018929       8.11897257e-15    -1.593908717560e-03     1.949588011940e-03     3.526193975274e-03
