Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
1.8140        -332.4199    -335.2044       2.7845   295.1
1.8145        -332.4023    -335.1835       2.7812   294.7
1.8150        -332.3849    -335.2197       2.8348   300.4
1.8155        -332.3675    -335.3067       2.9392   311.5
1.8160        -332.3493    -335.4236       3.0743   325.8
1.8165        -332.3297    -335.5443       3.2146   340.7
1.8170        -332.3092    -335.6438       3.3347   353.4
1.8175        -332.2877    -335.7000       3.4123   361.6
1.8180        -332.2652    -335.6979       3.4327   363.8
1.8185        -332.2415    -335.6393       3.3979   360.1
1.8190        -332.2176    -335.5489       3.3314   353.0
1.8195        -332.1942    -335.4620       3.2678   346.3
1.8200        -332.1721    -335.4106       3.2385   343.2
1.8205        -332.1521    -335.4101       3.2580   345.3
1.8210        -332.1326    -335.4496       3.3170   351.5
1.8215        -332.1130    -335.5023       3.3893   359.2
1.8220        -332.0927    -335.5391       3.4464   365.2
1.8225        -332.0715    -335.5383       3.4668   367.4
1.8230        -332.0493    -335.4920       3.4426   364.8
1.8235        -332.0274    -335.4098       3.3824   358.5
1.8240        -332.0059    -335.3101       3.3043   350.2
1.8245        -331.9847    -335.2133       3.2286   342.2
1.8250        -331.9642    -335.1410       3.1769   336.7
1.8255        -331.9443    -335.1133       3.1689   335.8
1.8260        -331.9251    -335.1385       3.2134   340.5
1.8265        -331.9069    -335.2074       3.3005   349.8
1.8270        -331.8884    -335.2922       3.4039   360.7
1.8275        -331.8688    -335.3603       3.4915   370.0
1.8280        -331.8484    -335.3856       3.5372   374.9
1.8285        -331.8266    -335.3592       3.5326   374.4
1.8290        -331.8044    -335.2955       3.4911   370.0
1.8295        -331.7831    -335.2222       3.4391   364.5
1.8300        -331.7632    -335.1653       3.4021   360.5
1.8305        -331.7444    -335.1380       3.3936   359.6
1.8310        -331.7261    -335.1389       3.4128   361.7
1.8315        -331.7084    -335.1584       3.4500   365.6
1.8320        -331.6907    -335.1802       3.4895   369.8
1.8325        -331.6731    -335.1882       3.5152   372.5
1.8330        -331.6548    -335.1714       3.5166   372.7
1.8335        -331.6365    -335.1283       3.4918   370.1
1.8340        -331.6180    -335.0678       3.4499   365.6
1.8345        -331.5994    -335.0096       3.4102   361.4
1.8350        -331.5820    -334.9769       3.3949   359.8
1.8355        -331.5655    -334.9820       3.4165   362.1
1.8360        -331.5504    -335.0241       3.4737   368.1
1.8365        -331.5349    -335.0849       3.5499   376.2
1.8370        -331.5196    -335.1416       3.6219   383.8
1.8375        -331.5037    -335.1761       3.6723   389.2
1.8380        -331.4876    -335.1829       3.6952   391.6
1.8385        -331.4712    -335.1698       3.6986   392.0
1.8390        -331.4560    -335.1541       3.6981   391.9
1.8395        -331.4416    -335.1484       3.7068   392.8
1.8400        -331.4288    -335.1576       3.7289   395.2
1.8405        -331.4166    -335.1743       3.7577   398.2
1.8410        -331.4055    -335.1859       3.7804   400.6
1.8415        -331.3944    -335.1798       3.7854   401.2
1.8420        -331.3838    -335.1491       3.7653   399.0
1.8425        -331.3738    -335.0937       3.7199   394.2
1.8430        -331.3643    -335.0172       3.6529   387.1
1.8435        -331.3553    -334.9278       3.5725   378.6
1.8440        -331.3455    -334.8446       3.4991   370.8
1.8445        -331.3358    -334.7999       3.4640   367.1
1.8450        -331.3286    -334.8229       3.4944   370.3
1.8455        -331.3234    -334.9160       3.5926   380.7
1.8460        -331.3200    -335.0481       3.7282   395.1
1.8465        -331.3168    -335.1672       3.8503   408.0
1.8470        -331.3119    -335.2272       3.9153   414.9
1.8475        -331.3060    -335.2166       3.9106   414.4
1.8480        -331.2997    -335.1560       3.8563   408.7
1.8485        -331.2948    -335.0839       3.7891   401.6
1.8490        -331.2921    -335.0360       3.7438   396.8
1.8495        -331.2915    -335.0275       3.7360   395.9
1.8500        -331.2922    -335.0524       3.7603   398.5
1.8505        -331.2937    -335.0927       3.7990   402.6
1.8510        -331.2955    -335.1303       3.8348   406.4
1.8515        -331.2985    -335.1514       3.8529   408.3
1.8520        -331.3018    -335.1424       3.8407   407.0
1.8525        -331.3055    -335.0960       3.7905   401.7
1.8530        -331.3094    -335.0095       3.7000   392.1
1.8535        -331.3126    -334.8908       3.5782   379.2
1.8540        -331.3155    -334.7649       3.4495   365.6
1.8545        -331.3186    -334.6670       3.3483   354.8
1.8550        -331.3230    -334.6279       3.3049   350.2
1.8555        -331.3295    -334.6566       3.3271   352.6
1.8560        -331.3372    -334.7323       3.3951   359.8
1.8565        -331.3455    -334.8160       3.4705   367.8
1.8570        -331.3525    -334.8675       3.5150   372.5
1.8575        -331.3587    -334.8673       3.5086   371.8
1.8580        -331.3634    -334.8195       3.4560   366.3
1.8585        -331.3683    -334.7516       3.3833   358.6
1.8590        -331.3737    -334.6961       3.3224   352.1
1.8595        -331.3808    -334.6735       3.2928   349.0
1.8600        -331.3888    -334.6807       3.2919   348.9
1.8605        -331.3968    -334.6987       3.3019   349.9
1.8610        -331.4048    -334.7079       3.3031   350.1
1.8615        -331.4122    -334.6925       3.2803   347.6
1.8620        -331.4195    -334.6428       3.2233   341.6
1.8625        -331.4256    -334.5566       3.1311   331.8
1.8630        -331.4299    -334.4477       3.0178   319.8
1.8635        -331.4336    -334.3457       2.9121   308.6
1.8640        -331.4377    -334.2839       2.8462   301.6
1.8645        -331.4426    -334.2833       2.8407   301.0
1.8650        -331.4490    -334.3418       2.8927   306.6
1.8655        -331.4558    -334.4302       2.9744   315.2
1.8660        -331.4615    -334.5097       3.0482   323.0
1.8665        -331.4661    -334.5527       3.0866   327.1
1.8670        -331.4684    -334.5509       3.0825   326.7
1.8675        -331.4699    -334.5233       3.0533   323.6
1.8680        -331.4710    -334.5025       3.0315   321.3
1.8685        -331.4729    -334.5220       3.0491   323.1
1.8690        -331.4759    -334.5990       3.1230   331.0
1.8695        -331.4804    -334.7255       3.2452   343.9
1.8700        -331.4856    -334.8691       3.3836   358.6
1.8705        -331.4902    -334.9885       3.4983   370.7
1.8710        -331.4941    -335.0513       3.5572   377.0
1.8715        -331.4974    -335.0417       3.5443   375.6
1.8720        -331.5000    -334.9621       3.4621   366.9
1.8725        -331.5017    -334.8312       3.3295   352.9
1.8730        -331.5025    -334.6859       3.1833   337.4
1.8735        -331.5040    -334.5724       3.0684   325.2
1.8740        -331.5063    -334.5267       3.0204   320.1
1.8745        -331.5102    -334.5638       3.0536   323.6
1.8750        -331.5153    -334.6699       3.1546   334.3
1.8755        -331.5208    -334.8114       3.2906   348.7
1.8760        -331.5266    -334.9496       3.4230   362.8
1.8765        -331.5318    -335.0489       3.5171   372.7
1.8770        -331.5360    -335.0881       3.5520   376.4
1.8775        -331.5395    -335.0676       3.5282   373.9
1.8780        -331.5416    -335.0094       3.4678   367.5
1.8785        -331.5440    -334.9541       3.4101   361.4
1.8790        -331.5473    -334.9444       3.3971   360.0
1.8795        -331.5531    -335.0062       3.4531   366.0
1.8800        -331.5613    -335.1324       3.5711   378.5
1.8805        -331.5713    -335.2832       3.7120   393.4
1.8810        -331.5808    -335.4055       3.8247   405.3
1.8815        -331.5892    -335.4614       3.8722   410.4
1.8820        -331.5972    -335.4401       3.8429   407.3
1.8825        -331.6046    -335.3526       3.7479   397.2
1.8830        -331.6119    -335.2274       3.6154   383.2
1.8835        -331.6198    -335.1009       3.4811   368.9
1.8840        -331.6287    -335.0041       3.3754   357.7
1.8845        -331.6385    -334.9535       3.3150   351.3
1.8850        -331.6491    -334.9497       3.3006   349.8
1.8855        -331.6606    -334.9796       3.3191   351.7
1.8860        -331.6717    -335.0224       3.3507   355.1
1.8865        -331.6826    -335.0624       3.3798   358.2
1.8870        -331.6928    -335.0928       3.4001   360.3
1.8875        -331.7028    -335.1190       3.4162   362.0
1.8880        -331.7136    -335.1529       3.4393   364.5
1.8885        -331.7259    -335.2028       3.4769   368.5
1.8890        -331.7387    -335.2629       3.5242   373.5
1.8895        -331.7527    -335.3200       3.5673   378.1
1.8900        -331.7663    -335.3572       3.5908   380.5
1.8905        -331.7794    -335.3682       3.5888   380.3
1.8910        -331.7926    -335.3604       3.5678   378.1
1.8915        -331.8060    -335.3478       3.5417   375.3
1.8920        -331.8201    -335.3436       3.5235   373.4
1.8925        -331.8357    -335.3504       3.5147   372.5
1.8930        -331.8514    -335.3556       3.5042   371.4
1.8935        -331.8667    -335.3486       3.4819   369.0
1.8940        -331.8821    -335.3266       3.4445   365.0
1.8945        -331.8976    -335.2889       3.3913   359.4
1.8950        -331.9128    -335.2353       3.3225   352.1
1.8955        -331.9281    -335.1646       3.2365   343.0
1.8960        -331.9420    -335.0767       3.1347   332.2
1.8965        -331.9549    -334.9828       3.0279   320.9
1.8970        -331.9668    -334.9007       2.9339   310.9
1.8975        -331.9785    -334.8511       2.8726   304.4
1.8980        -331.9907    -334.8484       2.8577   302.9
1.8985        -332.0033    -334.8927       2.8894   306.2
1.8990        -332.0161    -334.9732       2.9571   313.4
1.8995        -332.0292    -335.0705       3.0413   322.3
1.9000        -332.0425    -335.1612       3.1187   330.5
1.9005        -332.0552    -335.2232       3.1681   335.7
1.9010        -332.0666    -335.2455       3.1789   336.9
1.9015        -332.0770    -335.2330       3.1559   334.5
1.9020        -332.0871    -335.2020       3.1149   330.1
1.9025        -332.0975    -335.1722       3.0747   325.8
1.9030        -332.1078    -335.1549       3.0471   322.9
1.9035        -332.1186    -335.1528       3.0342   321.6
1.9040        -332.1297    -335.1576       3.0279   320.9
1.9045        -332.1398    -335.1545       3.0147   319.5
1.9050        -332.1491    -335.1326       2.9836   316.2
1.9055        -332.1581    -335.0873       2.9292   310.4
1.9060        -332.1654    -335.0188       2.8534   302.4
1.9065        -332.1720    -334.9400       2.7680   293.3
1.9070        -332.1777    -334.8702       2.6925   285.3
1.9075        -332.1835    -334.8272       2.6437   280.2
1.9080        -332.1892    -334.8178       2.6285   278.6
1.9085        -332.1947    -334.8394       2.6447   280.3
1.9090        -332.1997    -334.8844       2.6847   284.5
1.9095        -332.2045    -334.9432       2.7387   290.2
1.9100        -332.2082    -335.0050       2.7968   296.4
1.9105        -332.2116    -335.0658       2.8542   302.5
1.9110        -332.2142    -335.1227       2.9085   308.2
1.9115        -332.2168    -335.1752       2.9584   313.5
1.9120        -332.2186    -335.2227       3.0041   318.4
1.9125        -332.2204    -335.2667       3.0463   322.8
1.9130        -332.2227    -335.3051       3.0824   326.7
1.9135        -332.2245    -335.3272       3.1027   328.8
1.9140        -332.2260    -335.3219       3.0960   328.1
1.9145        -332.2262    -335.2841       3.0579   324.1
1.9150        -332.2248    -335.2237       2.9990   317.8
1.9155        -332.2230    -335.1685       2.9455   312.2
1.9160        -332.2219    -335.1462       2.9243   309.9
1.9165        -332.2215    -335.1704       2.9489   312.5
1.9170        -332.2222    -335.2359       3.0137   319.4
1.9175        -332.2227    -335.3196       3.0969   328.2
1.9180        -332.2224    -335.3960       3.1736   336.3
1.9185        -332.2213    -335.4482       3.2269   342.0
1.9190        -332.2190    -335.4722       3.2532   344.8
1.9195        -332.2169    -335.4776       3.2607   345.6
1.9200        -332.2145    -335.4776       3.2632   345.8
1.9205        -332.2126    -335.4865       3.2739   347.0
1.9210        -332.2109    -335.5129       3.3020   349.9
1.9215        -332.2101    -335.5597       3.3495   355.0
1.9220        -332.2095    -335.6196       3.4101   361.4
1.9225        -332.2092    -335.6822       3.4730   368.1
1.9230        -332.2093    -335.7358       3.5266   373.7
1.9235        -332.2101    -335.7679       3.5578   377.0
1.9240        -332.2110    -335.7612       3.5503   376.2
1.9245        -332.2109    -335.7040       3.4931   370.2
1.9250        -332.2101    -335.6032       3.3931   359.6
1.9255        -332.2090    -335.4821       3.2731   346.9
1.9260        -332.2082    -335.3698       3.1615   335.1
1.9265        -332.2084    -335.2892       3.0808   326.5
1.9270        -332.2088    -335.2481       3.0392   322.1
1.9275        -332.2099    -335.2411       3.0312   321.2
1.9280        -332.2109    -335.2540       3.0431   322.5
1.9285        -332.2114    -335.2699       3.0585   324.1
1.9290        -332.2111    -335.2747       3.0636   324.7
1.9295        -332.2104    -335.2612       3.0508   323.3
1.9300        -332.2087    -335.2291       3.0205   320.1
1.9305        -332.2059    -335.1893       2.9834   316.2
1.9310        -332.2031    -335.1612       2.9581   313.5
1.9315        -332.2005    -335.1635       2.9630   314.0
1.9320        -332.1986    -335.2065       3.0079   318.8
1.9325        -332.1971    -335.2872       3.0901   327.5
1.9330        -332.1964    -335.3886       3.1922   338.3
